candidate_id,family,label,target_q20,target_q35,target_q65,target_q80,valid_expiries,gated_trades,gate_rate,mean_net_pnl_per_valid_expiry,mean_net_pnl_per_gated_trade,median_net_pnl_per_gated_trade,win_rate,mean_es95_inr_proxy,mean_es99_inr_proxy,mean_shock9p3_gross_loss_inr,p05_realized_net_pnl_inr,p01_realized_net_pnl_inr,common_gated_n,common_gate_mean_delta_pnl_inr,common_gate_mean_delta_es99_inr,session_ev_retention,gated_ev_retention,win_delta_pp,es99_reduction_pct,shock_reduction_pct
Q22p0_37p0_63p0_78p0,COMBINED_SYMMETRIC,outer_-2.0pp_inner_-2.0pp,0.22,0.37,0.63,0.78,98,55,0.5612244897959183,673.0179764030663,1199.1956670454638,2369.6800000000003,0.6727272727272727,12316.750982788099,12780.593892718178,111814.68442272722,-21550.22279374991,-35993.442053750085,52,-78.97644951923255,291.90687420263566,0.730748135626499,0.7041754761491718,-10.085763293310468,-0.7276220684477641,-0.4066550285847015
Q18p0_37p0_63p0_82p0,COMBINED_SYMMETRIC,outer_+2.0pp_inner_-2.0pp,0.18,0.37,0.63,0.82,98,60,0.6122448979591837,701.8987500000046,1146.4346250000074,2035.449968749997,0.6,12200.504056473046,12781.905517225448,111880.83232499995,-16191.61032187489,-31904.80696062508,53,-547.8574268867955,384.80913242125683,0.7621062452184697,0.6731938499429814,-17.358490566037744,-0.7379593672284912,-0.46605411054474466
Q22p0_36p0_64p0_78p0,COMBINED_SYMMETRIC,outer_-2.0pp_inner_-1.0pp,0.22,0.36,0.64,0.78,98,57,0.5816326530612245,791.9237544642907,1361.553121710535,3466.1200000000003,0.7192982456140351,12269.979026520074,12787.309842733594,112996.03536403502,-20872.673424999903,-35895.50325250008,52,-111.19760336538648,343.3255950032778,0.8598534176248211,0.7995128269143073,-5.4286660046342305,-0.7805524471658387,-1.467477200949352
Q21p5_35p0_65p0_78p5,OUTER_SYMMETRIC,outer_shift_-1.5pp,0.215,0.35,0.65,0.785,98,57,0.5816326530612245,885.0294904336807,1521.6296502193109,3466.1200000000003,0.7894736842105263,12236.225440989521,12795.36745663631,112744.71957456134,-20605.523424999905,-36761.34075250008,52,20.798014423079238,380.1111548758435,0.9609455806297184,0.8935108030416679,1.5888778550148919,-0.8440568738598664,-1.2418022110569638
Q19p0_35p0_65p0_80p0,OUTER_ASYMMETRIC,put_1.0pp_call_0.0pp,0.19,0.35,0.65,0.8,98,53,0.5408163265306123,962.8244445153113,1780.3168974056703,2944.4787499999816,0.7735849056603774,12294.214336676872,12829.223962229842,110466.12784433957,-20413.786999999928,-37035.930855000086,53,77.33843867924398,140.952731093921,1.0454136329693104,1.0454136329693104,0.0,-1.1108899591304011,0.8043134220419468
Q19p0_35p0_65p0_80p5,OUTER_ASYMMETRIC,put_1.0pp_call_0.5pp,0.19,0.35,0.65,0.805,98,55,0.5612244897959183,942.8187391581689,1679.9315715909192,2140.1,0.7454545454545455,12282.52601821599,12842.473562186546,111901.98658181813,-20250.96821874993,-36898.63580375008,53,-79.19827830188811,167.76876520675123,1.0236918775271209,0.9864667183443162,-2.813036020583193,-1.2153139560275417,-0.4850500785403167
Q22p0_35p0_65p0_78p0,COMBINED_SYMMETRIC|OUTER_SYMMETRIC,outer_shift_-2.0pp,0.22,0.35,0.65,0.78,98,57,0.5816326530612245,864.6434394132715,1486.5799484649224,3466.1200000000003,0.7894736842105263,12305.2188596832,12882.320691929403,112951.26343421047,-20605.523424999905,-36761.34075250008,52,-28.956658653846088,464.73592834691533,0.9388108542208223,0.872929390766729,1.5888778550148919,-1.5293609133866903,-1.42727318180762
Q18p5_35p0_65p0_80p0,OUTER_ASYMMETRIC,put_1.5pp_call_0.0pp,0.185,0.35,0.65,0.8,98,56,0.5714285714285714,934.9324732142913,1636.1318281250096,2320.997812500055,0.7142857142857143,12283.401775680366,12901.258134119575,110146.95101785709,-16830.928984374903,-36829.988278125085,53,87.991580188678,399.0447239906263,1.015129143190747,0.9607472248055281,-5.92991913746631,-1.6786124689784465,1.0909258439720237
Q18p5_35p0_65p0_80p5,OUTER_ASYMMETRIC,put_1.5pp_call_0.5pp,0.185,0.35,0.65,0.805,98,58,0.5918367346938775,914.926767857149,1545.9107456896654,1929.2024999999999,0.6896551724137931,12272.690872346651,12911.338472978872,111519.54729741375,-16440.051265624897,-36692.69322687508,53,-68.54513679245409,425.8607581034565,0.9934073877485573,0.9077688198391987,-8.392973324658426,-1.7580585863861575,-0.14162962802599655
Q19p0_37p0_63p0_81p0,COMBINED_SYMMETRIC,outer_+1.0pp_inner_-2.0pp,0.19,0.37,0.63,0.81,98,57,0.5816326530612245,729.4263176020454,1254.1013881579024,1304.766874999982,0.6491228070175439,12373.102266378333,12951.190632632135,111312.4434342105,-21634.809224999906,-35895.50325250008,53,-355.9049316037768,484.109992050395,0.7919950734649779,0.7364164718183125,-12.446209864283354,-2.072145185949603,0.04434421123397092
Q18p0_35p0_65p0_81p0,OUTER_ASYMMETRIC,put_2.0pp_call_1.0pp,0.18,0.35,0.65,0.81,98,60,0.6122448979591837,879.1301709183724,1435.9126125000082,2200.1318749999905,0.6333333333333333,12294.311651747284,12974.781410404323,112035.96605416661,-16124.822821874892,-33689.19779312507,53,-356.9086556603785,531.0499549434196,0.9545402290812854,0.8431772023551353,-14.02515723270441,-2.258071048838617,-0.6053601320047397
Q18p0_35p0_65p0_80p5,OUTER_ASYMMETRIC,put_2.0pp_call_0.5pp,0.18,0.35,0.65,0.805,98,59,0.6020408163265306,897.5728979591892,1490.8837966101792,2260.163749999981,0.6779661016949152,12416.404377583423,13115.42204798636,111545.97437711859,-16244.612406249895,-33806.42498625008,53,-129.27802358490675,678.3487281081088,0.9745649369991524,0.8754566383212726,-9.561880396546218,-3.3665013071461303,-0.16536045272970146
Q18p0_35p0_65p0_80p0,OUTER_ASYMMETRIC,put_2.0pp_call_0.0pp,0.18,0.35,0.65,0.8,98,57,0.5816326530612245,930.1935267857194,1599.2800986842192,2595.043437499982,0.6842105263157895,12474.907268518176,13154.82366067538,110548.72810526312,-16635.490124999902,-34040.87937250008,53,27.25869339622531,676.1901634191446,1.0099836992517597,0.9391076501814604,-8.937437934458792,-3.6770370134788566,0.7301405533651772
